AphiaID,species,ecoregion,List
105815,Scyliorhinus stellaris,Bay of Biscay and the Iberian Coast,Fish
105918,Scymnodon ringens,Greater North Sea,Fish
105918,Scymnodon ringens,Celtic Seas,Fish
105918,Scymnodon ringens,Oceanic Northeast Atlantic,Fish
105918,Scymnodon ringens,Bay of Biscay and the Iberian Coast,Fish
127254,Sebastes mentella,Greater North Sea,Fish
127254,Sebastes mentella,Celtic Seas,Fish
151324,Sebastes norvegicus,Greater North Sea,Fish
127255,Sebastes viviparus,Greenland Sea,Fish
127255,Sebastes viviparus,Barents Sea,Fish
127255,Sebastes viviparus,Norwegian Sea,Fish
127255,Sebastes viviparus,Faroes ,Fish
127255,Sebastes viviparus,Greater North Sea,Fish
127255,Sebastes viviparus,Celtic Seas,Fish
127255,Sebastes viviparus,Oceanic Northeast Atlantic,Fish
137074,Somateria mollissima,Barents Sea,Birds
137074,Somateria mollissima,Norwegian Sea,Birds
137074,Somateria mollissima,Faroes ,Birds
137074,Somateria mollissima,Icelandic Waters,Birds
137074,Somateria mollissima,Greenland Sea,Birds
137074,Somateria mollissima,ArcticOcean,Birds
137074,Somateria mollissima,Celtic Seas,Birds
137074,Somateria mollissima,Greater North Sea,Birds
137074,Somateria mollissima,Baltic Sea,Birds
137075,Somateria spectabilis,Barents Sea,Birds
137075,Somateria spectabilis,Norwegian Sea,Birds
137075,Somateria spectabilis,Greenland Sea,Birds
137075,Somateria spectabilis,ArcticOcean,Birds
137075,Somateria spectabilis,Greater North Sea,Birds
137075,Somateria spectabilis,Baltic Sea,Birds
105919,Somniosus microcephalus,ArcticOcean,Fish
105919,Somniosus microcephalus,Greenland Sea,Fish
105919,Somniosus microcephalus,Barents Sea,Fish
105919,Somniosus microcephalus,Norwegian Sea,Fish
105919,Somniosus microcephalus,Icelandic Waters,Fish
105919,Somniosus microcephalus,Faroes ,Fish
105919,Somniosus microcephalus,Greater North Sea,Fish
105919,Somniosus microcephalus,Celtic Seas,Fish
105919,Somniosus microcephalus,Oceanic Northeast Atlantic,Fish
105919,Somniosus microcephalus,Bay of Biscay and the Iberian Coast,Fish
105920,Somniosus rostratus,Oceanic Northeast Atlantic,Fish
105920,Somniosus rostratus,Bay of Biscay and the Iberian Coast,Fish
151523,Sparus aurata,Greater North Sea,Fish
151523,Sparus aurata,Celtic Seas,Fish
151523,Sparus aurata,Bay of Biscay and the Iberian Coast,Fish
105819,Sphyrna zygaena,Celtic Seas,Fish
105819,Sphyrna zygaena,Oceanic Northeast Atlantic,Fish
105819,Sphyrna zygaena,Azores,Fish
105694,Sphyrnidae,Celtic Seas,Fish
105694,Sphyrnidae,Oceanic Northeast Atlantic,Fish
105694,Sphyrnidae,Azores,Fish
105694,Sphyrnidae,Bay of Biscay and the Iberian Coast,Fish
105924,Squalus blainville,Bay of Biscay and the Iberian Coast,Fish
105925,Squalus megalops,Bay of Biscay and the Iberian Coast,Fish
137107,Stenella coeruleoalba,Oceanic Northeast Atlantic,Mammals
137107,Stenella coeruleoalba,Azores,Mammals
137107,Stenella coeruleoalba,Bay of Biscay and the Iberian Coast,Mammals
137107,Stenella coeruleoalba,Celtic Seas,Mammals
137107,Stenella coeruleoalba,Greater North Sea,Mammals
137108,Stenella frontalis,Oceanic Northeast Atlantic,Mammals
137108,Stenella frontalis,Azores,Mammals
137110,Steno bredanensis,Oceanic Northeast Atlantic,Mammals
137171,Stercorarius longicaudus,Barents Sea,Birds
137171,Stercorarius longicaudus,Norwegian Sea,Birds
137171,Stercorarius longicaudus,Faroes ,Birds
137171,Stercorarius longicaudus,Icelandic Waters,Birds
137171,Stercorarius longicaudus,Greenland Sea,Birds
137171,Stercorarius longicaudus,ArcticOcean,Birds
137171,Stercorarius longicaudus,Oceanic Northeast Atlantic,Birds
137171,Stercorarius longicaudus,Bay of Biscay and the Iberian Coast,Birds
137171,Stercorarius longicaudus,Celtic Seas,Birds
137172,Stercorarius parasiticus,Barents Sea,Birds
137172,Stercorarius parasiticus,Norwegian Sea,Birds
137172,Stercorarius parasiticus,Faroes ,Birds
137172,Stercorarius parasiticus,Icelandic Waters,Birds
137172,Stercorarius parasiticus,Greenland Sea,Birds
137172,Stercorarius parasiticus,ArcticOcean,Birds
137172,Stercorarius parasiticus,Oceanic Northeast Atlantic,Birds
137172,Stercorarius parasiticus,Azores,Birds
137172,Stercorarius parasiticus,Bay of Biscay and the Iberian Coast,Birds
137172,Stercorarius parasiticus,Celtic Seas,Birds
137172,Stercorarius parasiticus,Greater North Sea,Birds
137172,Stercorarius parasiticus,Baltic Sea,Birds
137173,Stercorarius pomarinus,Barents Sea,Birds
137173,Stercorarius pomarinus,Norwegian Sea,Birds
137173,Stercorarius pomarinus,Faroes ,Birds
137173,Stercorarius pomarinus,Icelandic Waters,Birds
137173,Stercorarius pomarinus,Greenland Sea,Birds
137173,Stercorarius pomarinus,ArcticOcean,Birds
137173,Stercorarius pomarinus,Oceanic Northeast Atlantic,Birds
137173,Stercorarius pomarinus,Azores,Birds
137173,Stercorarius pomarinus,Bay of Biscay and the Iberian Coast,Birds
137173,Stercorarius pomarinus,Celtic Seas,Birds
137174,Stercorarius skua,Barents Sea,Birds
137174,Stercorarius skua,Norwegian Sea,Birds
137174,Stercorarius skua,Faroes ,Birds
137174,Stercorarius skua,Icelandic Waters,Birds
137174,Stercorarius skua,Greenland Sea,Birds
137174,Stercorarius skua,ArcticOcean,Birds
137174,Stercorarius skua,Oceanic Northeast Atlantic,Birds
137174,Stercorarius skua,Azores,Birds
137174,Stercorarius skua,Bay of Biscay and the Iberian Coast,Birds
137174,Stercorarius skua,Celtic Seas,Birds
137174,Stercorarius skua,Greater North Sea,Birds
126328,Synaphobranchus kaupii,Faroes ,Fish
126328,Synaphobranchus kaupii,Celtic Seas,Fish
126328,Synaphobranchus kaupii,Oceanic Northeast Atlantic,Fish
126328,Synaphobranchus kaupii,Azores,Fish
126328,Synaphobranchus kaupii,Bay of Biscay and the Iberian Coast,Fish
127386,Syngnathus abaster,Bay of Biscay and the Iberian Coast,Fish
1605275 ,Taeniurops grabatus,Azores,Fish
1605275 ,Taeniurops grabatus,Bay of Biscay and the Iberian Coast,Fish
321911,Tetronarce nobiliana,Greater North Sea,Fish
321911,Tetronarce nobiliana,Celtic Seas,Fish
321911,Tetronarce nobiliana,Oceanic Northeast Atlantic,Fish
321911,Tetronarce nobiliana,Azores,Fish
321911,Tetronarce nobiliana,Bay of Biscay and the Iberian Coast,Fish
271684,Torpedo marmorata,Greater North Sea,Fish
271684,Torpedo marmorata,Celtic Seas,Fish
271684,Torpedo marmorata,Bay of Biscay and the Iberian Coast,Fish
271691,Torpedo torpedo,Bay of Biscay and the Iberian Coast,Fish
137111,Tursiops truncatus,Norwegian Sea,Mammals
137111,Tursiops truncatus,Faroes ,Mammals
137111,Tursiops truncatus,Oceanic Northeast Atlantic,Mammals
137111,Tursiops truncatus,Azores,Mammals
137111,Tursiops truncatus,Bay of Biscay and the Iberian Coast,Mammals
137111,Tursiops truncatus,Celtic Seas,Mammals
137111,Tursiops truncatus,Greater North Sea,Mammals
137111,Tursiops truncatus,Baltic Sea,Mammals
127012,Umbrina cirrosa,Greater North Sea,Fish
127012,Umbrina cirrosa,Bay of Biscay and the Iberian Coast,Fish
137133,Uria aalge,Barents Sea,Birds
137133,Uria aalge,Norwegian Sea,Birds
137133,Uria aalge,Faroes ,Birds
137133,Uria aalge,Icelandic Waters,Birds
137133,Uria aalge,Greenland Sea,Birds
137133,Uria aalge,Oceanic Northeast Atlantic,Birds
137133,Uria aalge,Bay of Biscay and the Iberian Coast,Birds
137133,Uria aalge,Celtic Seas,Birds
137133,Uria aalge,Greater North Sea,Birds
137133,Uria aalge,Baltic Sea,Birds
137134,Uria lomvia,Barents Sea,Birds
137134,Uria lomvia,Norwegian Sea,Birds
137134,Uria lomvia,Faroes ,Birds
137134,Uria lomvia,Icelandic Waters,Birds
137134,Uria lomvia,Greenland Sea,Birds
137134,Uria lomvia,ArcticOcean,Birds
137134,Uria lomvia,Greater North Sea,Birds
137167,Xema sabini,Barents Sea,Birds
137167,Xema sabini,Greenland Sea,Birds
137167,Xema sabini,ArcticOcean,Birds
137167,Xema sabini,Bay of Biscay and the Iberian Coast,Birds
137167,Xema sabini,Celtic Seas,Birds
127427,Zeus faber,Greater North Sea,Fish
127427,Zeus faber,Celtic Seas,Fish
127427,Zeus faber,Oceanic Northeast Atlantic,Fish
127427,Zeus faber,Azores,Fish
127427,Zeus faber,Bay of Biscay and the Iberian Coast,Fish
137127,Ziphius cavirostris,Oceanic Northeast Atlantic,Mammals
137127,Ziphius cavirostris,Azores,Mammals
137127,Ziphius cavirostris,Bay of Biscay and the Iberian Coast,Mammals
137127,Ziphius cavirostris,Celtic Seas,Mammals
127123,Zoarces viviparus,Greater North Sea,Fish
127123,Zoarces viviparus,Celtic Seas,Fish
137205,Caretta caretta,Celtic Seas,Marine turtles
137209,Dermochelys coriacea,Celtic Seas,Marine turtles
137209,Dermochelys coriacea,Greater North Sea,Marine turtles
137205,Caretta caretta,Bay of Biscay and the Iberian Coast,Marine turtles
137209,Dermochelys coriacea,Bay of Biscay and the Iberian Coast,Marine turtles
137206,Chelonia mydas,Azores,Marine turtles
137205,Caretta caretta,Azores,Marine turtles
137209,Dermochelys coriacea,Azores,Marine turtles
137206,Chelonia mydas,Oceanic Northeast Atlantic,Marine turtles
137205,Caretta caretta,Oceanic Northeast Atlantic,Marine turtles
137209,Dermochelys coriacea,Oceanic Northeast Atlantic,Marine turtles
105928,Squatina squatina,Greater North Sea,Fish
105928,Squatina squatina,Celtic Seas,Fish
105928,Squatina squatina,Bay of Biscay and the Iberian Coast,Fish
105837,Cetorhinus maximus,Greenland Sea,Fish
105837,Cetorhinus maximus,Barents Sea,Fish
105837,Cetorhinus maximus,Norwegian Sea,Fish
105837,Cetorhinus maximus,Icelandic Waters,Fish
105837,Cetorhinus maximus,Faroes ,Fish
105837,Cetorhinus maximus,Greater North Sea,Fish
105837,Cetorhinus maximus,Celtic Seas,Fish
105837,Cetorhinus maximus,Oceanic Northeast Atlantic,Fish
105837,Cetorhinus maximus,Azores,Fish
105837,Cetorhinus maximus,Bay of Biscay and the Iberian Coast,Fish
127186,Salmo salar,ArcticOcean,Fish
127187,Salmo salar,Azores,Fish
127188,Salmo salar,Baltic Sea,Fish
127189,Salmo salar,Barents Sea,Fish
127190,Salmo salar,Bay of Biscay and the Iberian Coast,Fish
127191,Salmo salar,Celtic Seas,Fish
127192,Salmo salar,Faroes ,Fish
127193,Salmo salar,Greater North Sea,Fish
127194,Salmo salar,Greenland Sea,Fish
127195,Salmo salar,Icelandic Waters,Fish
127196,Salmo salar,Norwegian Sea,Fish
127197,Salmo salar,Oceanic Northeast Atlantic,Fish
10295,Anguilla anguilla,Azores,Fish
10296,Anguilla anguilla,Baltic Sea,Fish
10297,Anguilla anguilla,Barents Sea,Fish
10298,Anguilla anguilla,Bay of Biscay and the Iberian Coast,Fish
10299,Anguilla anguilla,Celtic Seas,Fish
10300,Anguilla anguilla,Faroes ,Fish
10301,Anguilla anguilla,Greater North Sea,Fish
10302,Anguilla anguilla,Greenland Sea,Fish
10303,Anguilla anguilla,Icelandic Waters,Fish
10304,Anguilla anguilla,Norwegian Sea,Fish
10305,Anguilla anguilla,Oceanic Northeast Atlantic,Fish
