AphiaID,species,ecoregion,List
151802,Acipenser oxyrinchus,Baltic Sea,Fish
126279,Acipenser sturio,Greater North Sea,Fish
126279,Acipenser sturio,Celtic Seas,Fish
126279,Acipenser sturio,Bay of Biscay and the Iberian Coast,Fish
105807,Apristurus laurussonii,Greenland Sea,Fish
105807,Apristurus laurussonii,Icelandic Waters,Fish
105807,Apristurus laurussonii,Faroes ,Fish
105807,Apristurus laurussonii,Celtic Seas,Fish
105807,Apristurus laurussonii,Oceanic Northeast Atlantic,Fish
137128,Alca torda,Barents Sea,Birds 
137128,Alca torda,Norwegian Sea,Birds 
137128,Alca torda,Faroes ,Birds 
137128,Alca torda,Icelandic Waters,Birds 
137128,Alca torda,Greenland Sea,Birds 
137128,Alca torda,Oceanic Northeast Atlantic,Birds 
137128,Alca torda,Bay of Biscay and the Iberian Coast,Birds 
137128,Alca torda,Celtic Seas,Birds 
137128,Alca torda,Greater North Sea,Birds 
137128,Alca torda,Baltic Sea,Birds 
105863,Amblyraja hyperborea,ArcticOcean,Fish
105863,Amblyraja hyperborea,Greenland Sea,Fish
105863,Amblyraja hyperborea,Barents Sea,Fish
105863,Amblyraja hyperborea,Norwegian Sea,Fish
105863,Amblyraja hyperborea,Icelandic Waters,Fish
105863,Amblyraja hyperborea,Faroes ,Fish
105865,Amblyraja radiata,Greenland Sea,Fish
105865,Amblyraja radiata,Faroes ,Fish
105865,Amblyraja radiata,Celtic Seas,Fish
126682,Alepocephalus bairdii,Greenland Sea,Fish
126682,Alepocephalus bairdii,Faroes ,Fish
126682,Alepocephalus bairdii,Celtic Seas,Fish
126682,Alepocephalus bairdii,Oceanic Northeast Atlantic,Fish
126682,Alepocephalus bairdii,Bay of Biscay and the Iberian Coast,Fish
137129,Alle alle,Barents Sea,Birds 
137129,Alle alle,Norwegian Sea,Birds 
137129,Alle alle,Faroes ,Birds 
137129,Alle alle,Icelandic Waters,Birds 
137129,Alle alle,Greenland Sea,Birds 
137129,Alle alle,ArcticOcean,Birds 
137129,Alle alle,Oceanic Northeast Atlantic,Birds 
137129,Alle alle,Celtic Seas,Birds 
137129,Alle alle,Greater North Sea,Birds 
126757,Anarhichas denticulatus,Greenland Sea,Fish
126757,Anarhichas denticulatus,Barents Sea,Fish
126757,Anarhichas denticulatus,Norwegian Sea,Fish
126757,Anarhichas denticulatus,Icelandic Waters,Fish
126757,Anarhichas denticulatus,Faroes ,Fish
126757,Anarhichas denticulatus,Oceanic Northeast Atlantic,Fish
126758,Anarhichas lupus,Greenland Sea,Fish
126758,Anarhichas lupus,Barents Sea,Fish
126758,Anarhichas lupus,Norwegian Sea,Fish
126758,Anarhichas lupus,Faroes ,Fish
126758,Anarhichas lupus,Baltic Sea,Fish
126758,Anarhichas lupus,Greater North Sea,Fish
126758,Anarhichas lupus,Celtic Seas,Fish
126758,Anarhichas lupus,Oceanic Northeast Atlantic,Fish
126759,Anarhichas minor,Greenland Sea,Fish
126759,Anarhichas minor,Barents Sea,Fish
126759,Anarhichas minor,Norwegian Sea,Fish
126759,Anarhichas minor,Faroes ,Fish
126759,Anarhichas minor,Greater North Sea,Fish
126759,Anarhichas minor,Celtic Seas,Fish
126759,Anarhichas minor,Oceanic Northeast Atlantic,Fish
126413,Alosa alosa,Baltic Sea,Fish
126413,Alosa alosa,Greater North Sea,Fish
126413,Alosa alosa,Celtic Seas,Fish
126413,Alosa alosa,Bay of Biscay and the Iberian Coast,Fish
126415,Alosa fallax,Icelandic Waters,Fish
126415,Alosa fallax,Faroes ,Fish
126415,Alosa fallax,Baltic Sea,Fish
126415,Alosa fallax,Greater North Sea,Fish
126415,Alosa fallax,Celtic Seas,Fish
126415,Alosa fallax,Bay of Biscay and the Iberian Coast,Fish
105727,Apristurus,Greenland Sea,Fish
105727,Apristurus,Icelandic Waters,Fish
105727,Apristurus,Faroes ,Fish
105727,Apristurus,Celtic Seas,Fish
105727,Apristurus,Oceanic Northeast Atlantic,Fish
105727,Apristurus,Azores,Fish
105727,Apristurus,Bay of Biscay and the Iberian Coast,Fish
137201,Puffinus gravis,Norwegian Sea,Birds 
137201,Puffinus gravis,Faroes ,Birds 
137201,Puffinus gravis,Icelandic Waters,Birds 
137201,Puffinus gravis,Greenland Sea,Birds 
137201,Puffinus gravis,Oceanic Northeast Atlantic,Birds 
137201,Puffinus gravis,Azores,Birds 
137201,Puffinus gravis,Bay of Biscay and the Iberian Coast,Birds 
137201,Puffinus gravis,Celtic Seas,Birds 
137201,Puffinus gravis,Greater North Sea,Birds 
137202,Puffinus griseus,Norwegian Sea,Birds 
137202,Puffinus griseus,Faroes ,Birds 
137202,Puffinus griseus,Icelandic Waters,Birds 
137202,Puffinus griseus,Greenland Sea,Birds 
137202,Puffinus griseus,Oceanic Northeast Atlantic,Birds 
137202,Puffinus griseus,Azores,Birds 
137202,Puffinus griseus,Bay of Biscay and the Iberian Coast,Birds 
137202,Puffinus griseus,Celtic Seas,Birds 
137202,Puffinus griseus,Greater North Sea,Birds 
127007,Argyrosomus regius,Bay of Biscay and the Iberian Coast,Fish
232037,Aythya ferina,Norwegian Sea,Birds 
232037,Aythya ferina,Icelandic Waters,Birds 
232037,Aythya ferina,Bay of Biscay and the Iberian Coast,Birds 
232037,Aythya ferina,Celtic Seas,Birds 
232037,Aythya ferina,Greater North Sea,Birds 
232037,Aythya ferina,Baltic Sea,Birds 
159164,Aythya fuligula,Barents Sea,Birds 
159164,Aythya fuligula,Norwegian Sea,Birds 
159164,Aythya fuligula,Faroes ,Birds 
159164,Aythya fuligula,Icelandic Waters,Birds 
159164,Aythya fuligula,Azores,Birds 
159164,Aythya fuligula,Bay of Biscay and the Iberian Coast,Birds 
159164,Aythya fuligula,Celtic Seas,Birds 
159164,Aythya fuligula,Greater North Sea,Birds 
159164,Aythya fuligula,Baltic Sea,Birds 
159172,Aythya marila,Barents Sea,Birds 
159172,Aythya marila,Norwegian Sea,Birds 
159172,Aythya marila,Faroes ,Birds 
159172,Aythya marila,Icelandic Waters,Birds 
159172,Aythya marila,Bay of Biscay and the Iberian Coast,Birds 
159172,Aythya marila,Celtic Seas,Birds 
159172,Aythya marila,Greater North Sea,Birds 
159172,Aythya marila,Baltic Sea,Birds 
137086,Balaena mysticetus,Barents Sea,Mammals
137086,Balaena mysticetus,Norwegian Sea,Mammals
137086,Balaena mysticetus,Greenland Sea,Mammals
137086,Balaena mysticetus,ArcticOcean,Mammals
137087,Balaenoptera acutorostrata,Norwegian Sea,Mammals
137087,Balaenoptera acutorostrata,Faroes ,Mammals
137087,Balaenoptera acutorostrata,Icelandic Waters,Mammals
137087,Balaenoptera acutorostrata,Greenland Sea,Mammals
137087,Balaenoptera acutorostrata,ArcticOcean,Mammals
137087,Balaenoptera acutorostrata,Oceanic Northeast Atlantic,Mammals
137087,Balaenoptera acutorostrata,Azores,Mammals
137087,Balaenoptera acutorostrata,Bay of Biscay and the Iberian Coast,Mammals
137087,Balaenoptera acutorostrata,Celtic Seas,Mammals
137087,Balaenoptera acutorostrata,Greater North Sea,Mammals
137087,Balaenoptera acutorostrata,Baltic Sea,Mammals
137087,Balaenoptera acutorostrata,Barents Sea,Mammals
137088,Balaenoptera borealis,Barents Sea,Mammals
137088,Balaenoptera borealis,Norwegian Sea,Mammals
137088,Balaenoptera borealis,Faroes ,Mammals
137088,Balaenoptera borealis,Icelandic Waters,Mammals
137088,Balaenoptera borealis,Greenland Sea,Mammals
137088,Balaenoptera borealis,Oceanic Northeast Atlantic,Mammals
137088,Balaenoptera borealis,Azores,Mammals
137088,Balaenoptera borealis,Bay of Biscay and the Iberian Coast,Mammals
137088,Balaenoptera borealis,Celtic Seas,Mammals
137088,Balaenoptera borealis,Greater North Sea,Mammals
242603,Balaenoptera brydei,Oceanic Northeast Atlantic,Mammals
242603,Balaenoptera brydei,Azores,Mammals
137090,Balaenoptera musculus,Barents Sea,Mammals
137090,Balaenoptera musculus,Norwegian Sea,Mammals
137090,Balaenoptera musculus,Faroes ,Mammals
137090,Balaenoptera musculus,Icelandic Waters,Mammals
137090,Balaenoptera musculus,Greenland Sea,Mammals
137090,Balaenoptera musculus,ArcticOcean,Mammals
137090,Balaenoptera musculus,Oceanic Northeast Atlantic,Mammals
137090,Balaenoptera musculus,Azores,Mammals
137090,Balaenoptera musculus,Bay of Biscay and the Iberian Coast,Mammals
137090,Balaenoptera musculus,Celtic Seas,Mammals
137091,Balaenoptera physalus,Barents Sea,Mammals
137091,Balaenoptera physalus,Norwegian Sea,Mammals
137091,Balaenoptera physalus,Faroes ,Mammals
137091,Balaenoptera physalus,Icelandic Waters,Mammals
137091,Balaenoptera physalus,Greenland Sea,Mammals
137091,Balaenoptera physalus,ArcticOcean,Mammals
137091,Balaenoptera physalus,Oceanic Northeast Atlantic,Mammals
137091,Balaenoptera physalus,Azores,Mammals
137091,Balaenoptera physalus,Bay of Biscay and the Iberian Coast,Mammals
137091,Balaenoptera physalus,Celtic Seas,Mammals
137091,Balaenoptera physalus,Greater North Sea,Mammals
137091,Balaenoptera physalus,Baltic Sea,Mammals
126958,Bodianus scrofa,Azores,Fish
126783,Brama brama,Greenland Sea,Fish
126783,Brama brama,Norwegian Sea,Fish
126783,Brama brama,Icelandic Waters,Fish
126783,Brama brama,Faroes ,Fish
126783,Brama brama,Greater North Sea,Fish
126783,Brama brama,Celtic Seas,Fish
126783,Brama brama,Oceanic Northeast Atlantic,Fish
126783,Brama brama,Azores,Fish
126783,Brama brama,Bay of Biscay and the Iberian Coast,Fish
159197,Bucephala clangula,Barents Sea,Birds
159197,Bucephala clangula,Norwegian Sea,Birds
159197,Bucephala clangula,Faroes ,Birds
159197,Bucephala clangula,Icelandic Waters,Birds
159197,Bucephala clangula,Bay of Biscay and the Iberian Coast,Birds
159197,Bucephala clangula,Celtic Seas,Birds
159197,Bucephala clangula,Greater North Sea,Birds
159197,Bucephala clangula,Baltic Sea,Birds
1348497,Calonectris borealis,Oceanic Northeast Atlantic,Birds
1348497,Calonectris borealis,Azores,Birds
1348497,Calonectris borealis,Bay of Biscay and the Iberian Coast,Birds
1348497,Calonectris borealis,Celtic Seas,Birds
137194,Calonectris diomedea,Oceanic Northeast Atlantic,Birds
137194,Calonectris diomedea,Azores,Birds
137194,Calonectris diomedea,Bay of Biscay and the Iberian Coast,Birds
105789,Carcharhinus falciformis,Oceanic Northeast Atlantic,Fish
105789,Carcharhinus falciformis,Azores,Fish
105789,Carcharhinus falciformis,Bay of Biscay and the Iberian Coast,Fish
105794,Carcharhinus longimanus,Oceanic Northeast Atlantic,Fish
105794,Carcharhinus longimanus,Azores,Fish
105794,Carcharhinus longimanus,Bay of Biscay and the Iberian Coast,Fish
105838,Carcharodon carcharias,Oceanic Northeast Atlantic,Fish
105838,Carcharodon carcharias,Azores,Fish
105838,Carcharodon carcharias,Bay of Biscay and the Iberian Coast,Fish
105899,Centrophorus granulosus,Oceanic Northeast Atlantic,Fish
105899,Centrophorus granulosus,Azores,Fish
105899,Centrophorus granulosus,Bay of Biscay and the Iberian Coast,Fish
105902,Centrophorus uyato,Bay of Biscay and the Iberian Coast,Fish
105906,Centroscyllium fabricii,Greenland Sea,Fish
105906,Centroscyllium fabricii,Norwegian Sea,Fish
105906,Centroscyllium fabricii,Icelandic Waters,Fish
105906,Centroscyllium fabricii,Faroes ,Fish
105906,Centroscyllium fabricii,Greater North Sea,Fish
105906,Centroscyllium fabricii,Celtic Seas,Fish
105906,Centroscyllium fabricii,Oceanic Northeast Atlantic,Fish
105906,Centroscyllium fabricii,Bay of Biscay and the Iberian Coast,Fish
280072,Centroselachus crepidater ,Greenland Sea,Fish
280072,Centroselachus crepidater ,Icelandic Waters,Fish
280072,Centroselachus crepidater ,Faroes ,Fish
280072,Centroselachus crepidater ,Celtic Seas,Fish
280072,Centroselachus crepidater ,Oceanic Northeast Atlantic,Fish
280072,Centroselachus crepidater ,Azores,Fish
280072,Centroselachus crepidater ,Bay of Biscay and the Iberian Coast,Fish
137130,Cepphus grylle,Barents Sea,Birds
137130,Cepphus grylle,Norwegian Sea,Birds
137130,Cepphus grylle,Faroes ,Birds
137130,Cepphus grylle,Icelandic Waters,Birds
137130,Cepphus grylle,Greenland Sea,Birds
137130,Cepphus grylle,ArcticOcean,Birds
137130,Cepphus grylle,Celtic Seas,Birds
137130,Cepphus grylle,Greater North Sea,Birds
137130,Cepphus grylle,Baltic Sea,Birds
127262,Chelidonichthys lucerna,Norwegian Sea,Fish
127262,Chelidonichthys lucerna,Greater North Sea,Fish
127262,Chelidonichthys lucerna,Celtic Seas,Fish
127262,Chelidonichthys lucerna,Bay of Biscay and the Iberian Coast,Fish
105824,Chimaera monstrosa,Greenland Sea,Fish
105824,Chimaera monstrosa,Barents Sea,Fish
105824,Chimaera monstrosa,Norwegian Sea,Fish
105824,Chimaera monstrosa,Icelandic Waters,Fish
105824,Chimaera monstrosa,Faroes ,Fish
105824,Chimaera monstrosa,Greater North Sea,Fish
105824,Chimaera monstrosa,Celtic Seas,Fish
105824,Chimaera monstrosa,Oceanic Northeast Atlantic,Fish
105824,Chimaera monstrosa,Azores,Fish
105824,Chimaera monstrosa,Bay of Biscay and the Iberian Coast,Fish
105831,Chlamydoselachus anguineus,Barents Sea,Fish
105831,Chlamydoselachus anguineus,Norwegian Sea,Fish
105831,Chlamydoselachus anguineus,Faroes ,Fish
105831,Chlamydoselachus anguineus,Celtic Seas,Fish
105831,Chlamydoselachus anguineus,Oceanic Northeast Atlantic,Fish
105831,Chlamydoselachus anguineus,Azores,Fish
105831,Chlamydoselachus anguineus,Bay of Biscay and the Iberian Coast,Fish
1488274,Chroicocephalus genei,Bay of Biscay and the Iberian Coast,Birds
137149,Larus ridibundus,Barents Sea,Birds
137149,Larus ridibundus,Norwegian Sea,Birds
137149,Larus ridibundus,Faroes ,Birds
137149,Larus ridibundus,Icelandic Waters,Birds
137149,Larus ridibundus,Azores,Birds
137149,Larus ridibundus,Bay of Biscay and the Iberian Coast,Birds
137149,Larus ridibundus,Celtic Seas,Birds
137149,Larus ridibundus,Greater North Sea,Birds
137149,Larus ridibundus,Baltic Sea,Birds
137071,Clangula hyemalis,Barents Sea,Birds
137071,Clangula hyemalis,Norwegian Sea,Birds
137071,Clangula hyemalis,Faroes ,Birds
137071,Clangula hyemalis,Icelandic Waters,Birds
137071,Clangula hyemalis,Greenland Sea,Birds
137071,Clangula hyemalis,ArcticOcean,Birds
137071,Clangula hyemalis,Celtic Seas,Birds
137071,Clangula hyemalis,Greater North Sea,Birds
137071,Clangula hyemalis,Baltic Sea,Birds
126285,Conger conger,Norwegian Sea,Fish
126285,Conger conger,Icelandic Waters,Fish
126285,Conger conger,Faroes ,Fish
126285,Conger conger,Greater North Sea,Fish
126285,Conger conger,Celtic Seas,Fish
126285,Conger conger,Oceanic Northeast Atlantic,Fish
126285,Conger conger,Azores,Fish
126285,Conger conger,Bay of Biscay and the Iberian Coast,Fish
712453,Coregonus maraena,Baltic Sea,Fish
126139,Coregonus,Celtic Seas,Fish
126139,Coregonus,Greater North Sea,Fish
127214,Cyclopterus lumpus,Greenland Sea,Fish
127214,Cyclopterus lumpus,Norwegian Sea,Fish
127214,Cyclopterus lumpus,Faroes ,Fish
127214,Cyclopterus lumpus,Baltic Sea,Fish
127214,Cyclopterus lumpus,Greater North Sea,Fish
127214,Cyclopterus lumpus,Celtic Seas,Fish
127214,Cyclopterus lumpus,Oceanic Northeast Atlantic,Fish
127214,Cyclopterus lumpus,Bay of Biscay and the Iberian Coast,Fish
137078,Cystophora cristata,Barents Sea,Mammals
137078,Cystophora cristata,Norwegian Sea,Mammals
137078,Cystophora cristata,Faroes ,Mammals
137078,Cystophora cristata,Icelandic Waters,Mammals
137078,Cystophora cristata,Greenland Sea,Mammals
137078,Cystophora cristata,ArcticOcean,Mammals
105851,Dasyatis pastinaca,Greater North Sea,Fish
105851,Dasyatis pastinaca,Celtic Seas,Fish
105851,Dasyatis pastinaca,Azores,Fish
105851,Dasyatis pastinaca,Bay of Biscay and the Iberian Coast,Fish
105852,Dasyatis tortonesei,Bay of Biscay and the Iberian Coast,Fish
298167,Deania calceus,Icelandic Waters,Fish
298167,Deania calceus,Faroes ,Fish
298167,Deania calceus,Greater North Sea,Fish
298167,Deania calceus,Celtic Seas,Fish
298167,Deania calceus,Oceanic Northeast Atlantic,Fish
298167,Deania calceus,Azores,Fish
298167,Deania calceus,Bay of Biscay and the Iberian Coast,Fish
137115,Delphinapterus leucas,Barents Sea,Mammals
137094,Delphinus delphis,Oceanic Northeast Atlantic,Mammals
137094,Delphinus delphis,Azores,Mammals
137094,Delphinus delphis,Bay of Biscay and the Iberian Coast,Mammals
137094,Delphinus delphis,Celtic Seas,Mammals
137094,Delphinus delphis,Greater North Sea,Mammals
137094,Delphinus delphis,Baltic Sea,Mammals
273962,Dentex dentex,Bay of Biscay and the Iberian Coast,Fish
126976,Dicentrarchus punctatus,Celtic Seas,Fish
126976,Dicentrarchus punctatus,Bay of Biscay and the Iberian Coast,Fish
105869,Dipturus batis,Icelandic Waters,Fish
105869,Dipturus batis,Faroes ,Fish
105869,Dipturus batis,Oceanic Northeast Atlantic,Fish
711846,Dipturus intermedius,Icelandic Waters,Fish
711846,Dipturus intermedius,Greater North Sea,Fish
711846,Dipturus intermedius,Celtic Seas,Fish
711846,Dipturus intermedius,Oceanic Northeast Atlantic,Fish
105871,Dipturus nidarosiensis,Norwegian Sea,Fish
105871,Dipturus nidarosiensis,Faroes ,Fish
105871,Dipturus nidarosiensis,Greater North Sea,Fish
105871,Dipturus nidarosiensis,Celtic Seas,Fish
105871,Dipturus nidarosiensis,Oceanic Northeast Atlantic,Fish
105871,Dipturus nidarosiensis,Bay of Biscay and the Iberian Coast,Fish
105872,Dipturus oxyrinchus,Norwegian Sea,Fish
105872,Dipturus oxyrinchus,Faroes ,Fish
105872,Dipturus oxyrinchus,Greater North Sea,Fish
105872,Dipturus oxyrinchus,Celtic Seas,Fish
105872,Dipturus oxyrinchus,Oceanic Northeast Atlantic,Fish
105872,Dipturus oxyrinchus,Azores,Fish
126858,Epigonus telescopus,Faroes ,Fish
126858,Epigonus telescopus,Celtic Seas,Fish
126858,Epigonus telescopus,Oceanic Northeast Atlantic,Fish
126858,Epigonus telescopus,Azores,Fish
126858,Epigonus telescopus,Bay of Biscay and the Iberian Coast,Fish
127036,Epinephelus marginatus,Azores,Fish
127036,Epinephelus marginatus,Bay of Biscay and the Iberian Coast,Fish
137079,Erignathus barbatus,Barents Sea,Mammals
137079,Erignathus barbatus,Norwegian Sea,Mammals
137079,Erignathus barbatus,Faroes ,Mammals
137079,Erignathus barbatus,Icelandic Waters,Mammals
137079,Erignathus barbatus,Greenland Sea,Mammals
137079,Erignathus barbatus,ArcticOcean,Mammals
105911,Etmopterus princeps,Greenland Sea,Fish
105911,Etmopterus princeps,Icelandic Waters,Fish
105911,Etmopterus princeps,Faroes ,Fish
105911,Etmopterus princeps,Greater North Sea,Fish
105911,Etmopterus princeps,Celtic Seas,Fish
105911,Etmopterus princeps,Oceanic Northeast Atlantic,Fish
105911,Etmopterus princeps,Azores,Fish
105911,Etmopterus princeps,Bay of Biscay and the Iberian Coast,Fish
105912,Etmopterus pusillus,Oceanic Northeast Atlantic,Fish
105912,Etmopterus pusillus,Azores,Fish
105912,Etmopterus pusillus,Bay of Biscay and the Iberian Coast,Fish
105913,Etmopterus spinax,Barents Sea,Fish
105913,Etmopterus spinax,Norwegian Sea,Fish
105913,Etmopterus spinax,Icelandic Waters,Fish
105913,Etmopterus spinax,Faroes ,Fish
105913,Etmopterus spinax,Greater North Sea,Fish
105913,Etmopterus spinax,Celtic Seas,Fish
105913,Etmopterus spinax,Oceanic Northeast Atlantic,Fish
105913,Etmopterus spinax,Azores,Fish
105913,Etmopterus spinax,Bay of Biscay and the Iberian Coast,Fish
159023,Eubalaena glacialis,Barents Sea,Mammals
159023,Eubalaena glacialis,Norwegian Sea,Mammals
159023,Eubalaena glacialis,Icelandic Waters,Mammals
159023,Eubalaena glacialis,Azores,Mammals
159023,Eubalaena glacialis,Bay of Biscay and the Iberian Coast,Mammals
137131,Fratercula arctica,Barents Sea,Birds
137131,Fratercula arctica,Norwegian Sea,Birds
137131,Fratercula arctica,Faroes ,Birds
137131,Fratercula arctica,Icelandic Waters,Birds
137131,Fratercula arctica,Greenland Sea,Birds
137131,Fratercula arctica,Oceanic Northeast Atlantic,Birds
137131,Fratercula arctica,Bay of Biscay and the Iberian Coast,Birds
137131,Fratercula arctica,Celtic Seas,Birds
137131,Fratercula arctica,Greater North Sea,Birds
232054,Fulica atra,Norwegian Sea,Birds
232054,Fulica atra,Azores,Birds
232054,Fulica atra,Bay of Biscay and the Iberian Coast,Birds
232054,Fulica atra,Celtic Seas,Birds
232054,Fulica atra,Greater North Sea,Birds
232054,Fulica atra,Baltic Sea,Birds
137195,Fulmarus glacialis,Barents Sea,Birds
137195,Fulmarus glacialis,Norwegian Sea,Birds
137195,Fulmarus glacialis,Faroes ,Birds
137195,Fulmarus glacialis,Icelandic Waters,Birds
137195,Fulmarus glacialis,Greenland Sea,Birds
137195,Fulmarus glacialis,ArcticOcean,Birds
137195,Fulmarus glacialis,Oceanic Northeast Atlantic,Birds
137195,Fulmarus glacialis,Azores,Birds
137195,Fulmarus glacialis,Bay of Biscay and the Iberian Coast,Birds
137195,Fulmarus glacialis,Celtic Seas,Birds
137195,Fulmarus glacialis,Greater North Sea,Birds
105812,Galeus melastomus,Norwegian Sea,Fish
105812,Galeus melastomus,Faroes ,Fish
105812,Galeus melastomus,Greater North Sea,Fish
105813,Galeus murinus,Greenland Sea,Fish
105813,Galeus murinus,Greenland Sea,Fish
105813,Galeus murinus,Icelandic Waters,Fish
105813,Galeus murinus,Icelandic Waters,Fish
105813,Galeus murinus,Faroes ,Fish
105813,Galeus murinus,Faroes ,Fish
105813,Galeus murinus,Celtic Seas,Fish
105813,Galeus murinus,Celtic Seas,Fish
105813,Galeus murinus,Oceanic Northeast Atlantic,Fish
105813,Galeus murinus,Oceanic Northeast Atlantic,Fish
105813,Galeus murinus,Bay of Biscay and the Iberian Coast,Fish
105813,Galeus murinus,Bay of Biscay and the Iberian Coast,Fish
137185,Gavia adamsii,Barents Sea,Birds
137185,Gavia adamsii,Norwegian Sea,Birds
137185,Gavia adamsii,Faroes ,Birds
137185,Gavia adamsii,Baltic Sea,Birds
137186,Gavia arctica,Barents Sea,Birds
137186,Gavia arctica,Norwegian Sea,Birds
137186,Gavia arctica,Bay of Biscay and the Iberian Coast,Birds
137186,Gavia arctica,Celtic Seas,Birds
137186,Gavia arctica,Greater North Sea,Birds
137186,Gavia arctica,Baltic Sea,Birds
137187,Gavia immer,Barents Sea,Birds
137187,Gavia immer,Norwegian Sea,Birds
137187,Gavia immer,Faroes ,Birds
137187,Gavia immer,Icelandic Waters,Birds
137187,Gavia immer,Greenland Sea,Birds
137187,Gavia immer,Azores,Birds
137187,Gavia immer,Bay of Biscay and the Iberian Coast,Birds
137187,Gavia immer,Celtic Seas,Birds
137187,Gavia immer,Greater North Sea,Birds
137187,Gavia immer,Baltic Sea,Birds
137188,Gavia stellata,Barents Sea,Birds
137188,Gavia stellata,Norwegian Sea,Birds
137188,Gavia stellata,Faroes ,Birds
137188,Gavia stellata,Icelandic Waters,Birds
137188,Gavia stellata,Greenland Sea,Birds
137188,Gavia stellata,ArcticOcean,Birds
137188,Gavia stellata,Bay of Biscay and the Iberian Coast,Birds
137188,Gavia stellata,Celtic Seas,Birds
137188,Gavia stellata,Greater North Sea,Birds
137188,Gavia stellata,Baltic Sea,Birds
1016062,Glaucostegus cemiculus,Bay of Biscay and the Iberian Coast,Fish
